Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
1.97049E+15,2 to 15 Years,B.Com,$55K-$102K,Havana,Cuba,21.5218,-77.7812,Part-Time,106910,11/24/2022,Both,Christian Ward,(837)967-7610,Social Media Coordinator,Content Creator,FlexJobs,"Create engaging and relevant content, such as articles, videos, or social media posts, to promote brands or products.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity","Create compelling and shareable content for social media platforms, including text, images, and videos. Collaborate with designers and photographers for visuals. Engage with the audience and respond to comments.",Regeneron Pharmaceuticals,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""Tarrytown"",""State"":""New York"",""Zip"":""10591"",""Website"":""www.regeneron.com"",""Ticker"":""REGN"",""CEO"":""Leonard S. Schleifer""}"
9.29753E+14,5 to 9 Years,PhD,$57K-$126K,Abu Dhabi,UAE,23.4241,53.8478,Contract,32830,12/13/2022,Male,Robert Fuller,990-778-6596,Customer Service Representative,Live Chat Support Agent,SimplyHired,"A Live Chat Support Agent provides customer support through live chat channels, addressing inquiries, troubleshooting issues, and offering timely solutions.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Live chat support Online customer communication Problem resolution,Offer real-time customer support through live chat or messaging platforms. Respond to customer inquiries promptly and accurately. Multitask and manage chat queues.,Royal Mail,"{""Sector"":""Postal Services"",""Industry"":""Postal Services"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.royalmailgroup.com"",""Ticker"":""RMG.L"",""CEO"":""Simon Thompson""}"
6.91709E+14,2 to 10 Years,MCA,$61K-$114K,Oslo,Norway,60.472,8.4689,Intern,104073,4/28/2023,Both,Amanda Chang,326-695-2142x931,UX/UI Designer,Interaction Designer,Jobs2Careers,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,"Work on interaction design, defining how users interact with digital products and ensuring a seamless user journey. Create wireframes and prototypes to illustrate interactions. Collaborate with developers to implement interaction designs.",WHSmith,"{""Sector"":""Retail"",""Industry"":""Retail - Books & News"",""City"":""London"",""State"":""England"",""Zip"":""W6 0NP"",""Website"":""https://www.whsmithplc.co.uk/"",""Ticker"":""SMWH"",""CEO"":""Carl Cowling""}"
5.7229E+14,3 to 9 Years,MCA,$60K-$84K,LomÃ©,Togo,8.6195,0.8248,Full-Time,96027,2/13/2023,Male,Stephanie Harrell,246.464.7243,Legal Counsel,Intellectual Property Lawyer,USAJOBS,"An Intellectual Property Lawyer specializes in protecting and managing intellectual property rights, including patents, trademarks, and copyrights. They provide legal advice, handle trademark registration, patent applications, and enforce IP rights.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Intellectual property law Trademark and patent law Copyright law IP portfolio management Litigation and dispute resolution,"Protect and manage intellectual property rights, trademarks, patents, and copyrights. Conduct IP due diligence and trademark searches. Handle IP disputes and enforcement.",CIMIC Group,"{""Sector"":""Construction/Infrastructure"",""Industry"":""Construction/Engineering"",""City"":""North Sydney"",""State"":""NSW"",""Zip"":""2060"",""Website"":""https://www.cimic.com.au/"",""Ticker"":""CIM"",""CEO"":""Juan Santamaria""}"
1.71202E+15,4 to 11 Years,M.Com,$57K-$110K,Riyadh,Saudi Arabia,23.8859,45.0792,Contract,93558,12/1/2021,Male,Aaron Powell,816-998-6568,Financial Advisor,Wealth Management Advisor,Snagajob,Wealth Management Advisors provide comprehensive financial planning and investment management services to high-net-worth individuals and families.,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Wealth management strategies Asset allocation Estate planning Tax management Client relationship management,"Manage high-net-worth clients financial portfolios and assets. Offer comprehensive wealth management services, including estate planning and asset allocation. Provide personalized financial guidance.",Linde plc,"{""Sector"":""Industrial Gases"",""Industry"":""Chemicals"",""City"":""Munich"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.linde.com"",""Ticker"":""LIN"",""CEO"":""Steve Angel""}"
1.09671E+15,4 to 10 Years,BA,$59K-$103K,San Marino,San Marino,43.9424,12.4578,Contract,56595,12/7/2021,Female,Richard Ferguson,(301)716-6726,Art Teacher,Studio Art Teacher,Stack Overflow Jobs,"A Studio Art Teacher instructs students in studio art practices, providing hands-on guidance in creating art and fostering artistic expression and skill development.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Art instruction Classroom management Art techniques Lesson planning Student assessment,Focus on specific art mediums or techniques in a studio environment. Provide hands-on instruction and guidance. Encourage students to explore and refine their artistic skills.,Cigna Group,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Pharmacy and Other Services"",""City"":""Bloomfield"",""State"":""Connecticut"",""Zip"":""6002"",""Website"":""www.thecignagroup.com"",""Ticker"":""CI"",""CEO"":""David M. Cordani""}"
3.00953E+15,3 to 11 Years,M.Tech,$61K-$108K,City of Port Louis,Mauritius,-20.3484,57.5522,Intern,60501,3/18/2022,Female,David Rodriguez,(698)521-6948,Data Engineer,ETL Developer,Idealist,"An ETL Developer specializes in designing and implementing Extract, Transform, Load (ETL) processes to move and transform data between systems, supporting data integration and analytics.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","ETL (Extract, Transform, Load) processes Data integration SQL and scripting languages","Extract, transform, and load (ETL) data from various sources into data warehouses. Create ETL workflows and data pipelines. Perform data validation and quality checks.",Fresenius Medical Care AG & Co. KGaA,"{""Sector"":""Healthcare"",""Industry"":""Healthcare"",""City"":""Bad Homburg vor der H he"",""State"":""Hesse"",""Zip"":""61352"",""Website"":""https://www.freseniusmedicalcare.com/en/home"",""Ticker"":""FMS.DE"",""CEO"":""Rice Powell""}"
1.2452E+15,3 to 14 Years,B.Tech,$57K-$96K,Dublin,Ireland,53.1424,-7.6921,Intern,53527,12/26/2021,Male,John Thomas,(575)411-9935x281,Supply Chain Manager,Demand Planner,USAJOBS,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Demand forecasting Inventory management Data analysis Sales and operations planning (S&OP) ERP software proficiency,Analyze demand patterns and market trends to forecast product demand. Collaborate with production and sales teams to optimize inventory levels. Implement demand planning and forecasting tools.,BHP Group,"{""Sector"":""Mining"",""Industry"":""Mining"",""City"":""Melbourne"",""State"":""VIC"",""Zip"":""3000"",""Website"":""https://www.bhp.com/"",""Ticker"":""BHP"",""CEO"":""Mike Henry""}"
2.64762E+15,4 to 10 Years,MBA,$63K-$109K,SÃ£o TomÃ©,Sao Tome and Principe,0.1864,6.6131,Full-Time,125024,12/6/2021,Female,Melissa Collins,(241)764-1725,Personal Assistant,Personal Secretary,Jobs2Careers,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,"Act as a personal secretary, managing personal appointments and tasks. Handle correspondence and communication on behalf of the employer. Organize personal schedules and commitments.",Fannie Mae,"{""Sector"":""Financial Services"",""Industry"":""Diversified Financials"",""City"":""Washington"",""State"":""District of Columbia"",""Zip"":""20005"",""Website"":""www.fanniemae.com"",""Ticker"":""FNMA"",""CEO"":""Priscilla Almodovar""}"
3.03124E+15,0 to 8 Years,MBA,$64K-$82K,Libreville,Gabon,-0.8037,11.6094,Contract,78139,10/19/2022,Female,Cody Yoder,8706319295,Network Security Specialist,Security Operations Center (SOC) Analyst,SimplyHired,"SOC Analysts work in security operations centers. They monitor and respond to security incidents, analyze threats, and implement security protocols to protect an organizations assets.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","SOC operations Security incident response Threat detection Log analysis Security tools (e.g., IDS/IPS) Security alerts triage",Work in SOC teams to monitor and respond to security incidents. Investigate and analyze security alerts and incidents. Maintain security documentation and incident reports.,"Fidelity Investments, Inc.","{""Sector"":""Financial Services/Investment Management"",""Industry"":""Financial Services"",""City"":""Boston"",""State"":""MA"",""Zip"":""2210"",""Website"":""https://www.fidelity.com/"",""Ticker"":""N/A"",""CEO"":""Abby Johnson""}"
9.0392E+12,3 to 15 Years,B.Com,$62K-$94K,Ashgabat,Turkmenistan,38.9697,59.5563,Intern,112193,3/2/2023,Female,Rachel Lozano,249.472.7532x88445,UX/UI Designer,User Interface Designer,Indeed,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design",Create visually appealing user interfaces (UI) that align with brand aesthetics and enhance user engagement. Design interface elements and interactive components. Ensure UI consistency across digital platforms.,Evolution Mining,"{""Sector"":""Mining and Metals/Gold"",""Industry"":""Mining"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.evolutionmining.com.au/"",""Ticker"":""EVN"",""CEO"":""Jake Klein""}"
1.44298E+15,2 to 9 Years,BCA,$64K-$116K,Male,Maldives,3.2028,73.2207,Temporary,108104,5/24/2023,Female,Nicole Walter,+1-407-272-0023x317,HR Coordinator,Recruitment Coordinator,FlexJobs,"Recruitment Coordinators support the hiring process by scheduling interviews, screening candidates, and assisting with onboarding. They ensure a smooth recruitment process and maintain candidate records.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Recruitment process Candidate screening Applicant tracking systems Communication,"Assist with recruitment activities, including posting job openings, coordinating interviews, and managing applicant data. Ensure a positive candidate experience. Maintain recruitment records and metrics.",Leidos Holdings,"{""Sector"":""IT Services"",""Industry"":""Information Technology Services"",""City"":""Reston"",""State"":""Virginia"",""Zip"":""20190"",""Website"":""www.leidos.com"",""Ticker"":""LDOS"",""CEO"":""Thomas A. Bell""}"
1.13034E+15,3 to 12 Years,MBA,$59K-$92K,San Marino,San Marino,43.9424,12.4578,Full-Time,112260,1/29/2022,Male,Steven Harris,(859)781-9470,Systems Analyst,IT Analyst,USAJOBS,"An IT Analyst assesses and analyzes IT systems, identifying areas for improvement, implementing technology solutions, and providing technical support to users and departments.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",IT systems analysis Troubleshooting IT support and documentation,"Analyze business systems, processes, and requirements to identify IT solutions. Develop system specifications and requirements documents. Collaborate with IT teams to implement solutions.",Walgreens Boots Alliance,"{""Sector"":""Retail"",""Industry"":""Food and Drug Stores"",""City"":""Deerfield"",""State"":""Illinois"",""Zip"":""60015"",""Website"":""www.walgreensbootsalliance.com"",""Ticker"":""WBA"",""CEO"":""Roz Brewer""}"
2.06164E+15,4 to 8 Years,BCA,$58K-$129K,Montevideo,Uruguay,-32.5228,-55.7658,Intern,59362,8/23/2023,Male,Lori Tran,500-465-2167,Technical Writer,Content Writer,Jobs2Careers,"Content Writers create written content for various platforms. They produce articles, blog posts, and web content to inform, educate, or entertain audiences.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Writing skills Content creation SEO knowledge Research skills Grammar and proofreading,"Write informative and engaging content for websites, blogs, and marketing materials. Conduct research and interviews to gather information. Tailor content to target audiences.",Union Pacific,"{""Sector"":""Transportation"",""Industry"":""Railroads"",""City"":""Omaha"",""State"":""Nebraska"",""Zip"":""68179"",""Website"":""www.up.com"",""Ticker"":""UNP"",""CEO"":""Lance M. Fritz""}"
2.09633E+15,2 to 14 Years,B.Tech,$55K-$119K,Canberra,Australia,-25.2744,133.7751,Full-Time,37818,5/9/2022,Male,Paul Ruiz,-5287,Market Research Analyst,Market Researcher,SimplyHired,"A Market Researcher gathers and analyzes market data to provide insights on consumer behavior, market trends, and competitor activities, aiding in informed business decisions.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Market research methodologies Data collection and analysis Industry knowledge,"Research market trends, competitors, and consumer behavior. Identify opportunities for product or service improvement. Analyze and interpret qualitative and quantitative data.",Thrivent Financial for Lutherans,"{""Sector"":""Financial Services"",""Industry"":""Insurance: Life, Health (Mutual)"",""City"":""Minneapolis"",""State"":""Minnesota"",""Zip"":""55415"",""Website"":""www.thrivent.com"",""Ticker"":"""",""CEO"":""Teresa J. Rasmussen""}"
1.37748E+15,2 to 10 Years,M.Tech,$56K-$112K,Port Moresby,Papua New Guinea,-6.314993,143.95555,Full-Time,65451,11/24/2021,Both,Michelle Rowe,389.509.9498x605,UX/UI Designer,Interaction Designer,Dice,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,"Work on interaction design, defining how users interact with digital products and ensuring a seamless user journey. Create wireframes and prototypes to illustrate interactions. Collaborate with developers to implement interaction designs.",StoneX Group,"{""Sector"":""Financial Services"",""Industry"":""Diversified Financials"",""City"":""New York"",""State"":""New York"",""Zip"":""10169"",""Website"":""www.stonex.com"",""Ticker"":""SNEX"",""CEO"":""Sean M. O'Connor""}"
9.94078E+14,1 to 15 Years,B.Tech,$62K-$113K,Basseterre,St. Kitts and Nevis,17.3578,-62.7829,Part-Time,107480,8/26/2023,Female,Jerry Reid,(530)784-0050x03107,Landscape Architect,Environmental Designer,FlexJobs,"Design outdoor spaces, parks, and landscapes with an emphasis on environmental sustainability.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Environmental design principles Sustainability concepts CAD and design software,"Focus on environmentally sustainable landscape design. Design landscapes to conserve resources, reduce pollution, and support biodiversity. Select native plants and sustainable materials.",Westlake,"{""Sector"":""Chemicals"",""Industry"":""Chemicals"",""City"":""Houston"",""State"":""Texas"",""Zip"":""77056"",""Website"":""www.westlake.com"",""Ticker"":""WLK"",""CEO"":""Albert Yuan Chao""}"
1.22586E+15,0 to 13 Years,B.Com,$61K-$126K,Havana,Cuba,21.5218,-77.7812,Full-Time,90192,10/18/2021,Female,Kathy Campbell,346.255.1830x9717,Landscape Architect,Urban Planner,Idealist,"Develop and implement urban planning strategies, manage land use, and ensure sustainable city development.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Urban design and planning Zoning regulations GIS and mapping tools,"Plan and design urban spaces, parks, and recreational areas. Consider sustainability and community needs in design. Collaborate with city planners and architects.",Targa Resources,"{""Sector"":""Energy"",""Industry"":""Pipelines"",""City"":""Houston"",""State"":""Texas"",""Zip"":""77002"",""Website"":""www.targaresources.com"",""Ticker"":""TRGP"",""CEO"":""Matthew J. Meloy""}"
2.63919E+15,1 to 8 Years,M.Tech,$63K-$118K,Douglas,Isle of Man,54.2361,-4.5481,Part-Time,87940,12/23/2022,Both,Brandon Martinez,972-420-4067x5917,Market Research Analyst,Market Research Coordinator,FlexJobs,"A Market Research Coordinator supports market research initiatives by organizing and managing research projects, data collection, and analysis efforts.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Market research coordination Survey design and administration Data analysis,"Coordinate research projects, including participant recruitment and data collection. Collaborate with research teams and ensure project timelines are met. Maintain research databases and records.",Westpac Banking Corporation,"{""Sector"":""Banking"",""Industry"":""Banking/Financial Services"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.westpac.com.au/"",""Ticker"":""WBC"",""CEO"":""Peter King""}"
9.83615E+14,4 to 15 Years,B.Com,$62K-$81K,Sanaa,Yemen,15.5527,48.5164,Intern,46226,11/25/2021,Both,Nicole Bridges,+1-466-523-2994x5119,Customer Support Specialist,Technical Support Specialist,FlexJobs,"Technical Support Specialists assist customers or end-users with technical issues related to products or services. They provide troubleshooting, resolve problems, and offer technical guidance through various communication channels, ensuring customer satisfaction.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Technical troubleshooting Customer support tools (e.g., Zendesk, Freshdesk) Communication skills Problem-solving and critical thinking Ticket management Knowledge base creation","Provide technical assistance to customers, troubleshoot issues, and resolve inquiries through various communication channels. Maintain accurate records of customer interactions and solutions. Collaborate with other support teams for complex issues.",Western & Southern Financial Group,"{""Sector"":""Financial Services"",""Industry"":""Insurance: Life, Health (Mutual)"",""City"":""Cincinnati"",""State"":""Ohio"",""Zip"":""45202"",""Website"":""www.westernsouthern.com"",""Ticker"":"""",""CEO"":""John F. Barrett""}"
2.51635E+15,0 to 15 Years,BCA,$59K-$81K,Marigot,St. Martin (French part),18.0708,-63.0501,Intern,24303,1/6/2022,Female,Jesse Keller,623.221.4132,Software Architect,Cloud Architect,Stack Overflow Jobs,"A Cloud Architect designs and manages cloud-based solutions, optimizing scalability, security, and performance while aligning them with the companys technology strategy.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Cloud computing platforms (AWS, Azure, etc.) Cloud security Containerization (Docker, Kubernetes)","Design and implement cloud-based solutions, optimizing for performance and cost-efficiency. Develop cloud migration strategies. Architect and manage cloud infrastructure.",Ovintiv,"{""Sector"":""Energy"",""Industry"":""Mining, Crude-Oil Production"",""City"":""Denver"",""State"":""Colorado"",""Zip"":""80202"",""Website"":""www.ovintiv.com"",""Ticker"":""OVV"",""CEO"":""Brendan M. Mccracken""}"
1.31455E+15,5 to 14 Years,M.Tech,$55K-$92K,Gibraltar,Gibraltar,36.1408,-5.3536,Part-Time,85525,1/7/2022,Female,Reginald Riley,+1-981-268-3676x06976,Systems Administrator,IT Support Specialist,SimplyHired,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Technical troubleshooting Hardware and software support Customer service Problem-solving Communication,"Provide technical support to end-users, troubleshoot hardware and software issues, and resolve IT-related problems. Install and configure computer systems and software. Maintain IT documentation and knowledge base.",Divi's Laboratories,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""Hyderabad"",""State"":""Telangana"",""Zip"":""500090"",""Website"":""https://www.divislabs.com/"",""Ticker"":""DIVISLAB"",""CEO"":""Murali K. Divi""}"
1.88285E+15,0 to 13 Years,BBA,$56K-$88K,Paramaribo,Suriname,3.9193,-56.0278,Part-Time,95117,6/23/2023,Female,Benjamin Gonzales,+1-594-316-6763x8226,Paralegal,Corporate Paralegal,SimplyHired,"Provide legal support to corporate legal teams, assist with mergers and acquisitions, and manage corporate records.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Corporate legal tasks Document drafting Compliance Corporate governance Contract management Due diligence Entity formation Communication with stakeholders Attention to detail Technology proficiency Legal software proficiency Legal research skills,"Support corporate legal matters, including mergers and acquisitions, contract drafting, and compliance. Maintain corporate records and filings. Assist in due diligence processes.",Ryder System,"{""Sector"":""Transportation"",""Industry"":""Transportation and Logistics"",""City"":""Miami"",""State"":""Florida"",""Zip"":""33178"",""Website"":""www.ryder.com"",""Ticker"":""R"",""CEO"":""Robert E. Sanchez""}"
2.66183E+15,5 to 13 Years,MBA,$59K-$101K,Tegucigalpa,Honduras,15.199,-86.2419,Intern,19888,8/23/2022,Female,Jennifer Ross,+1-418-996-9221x0627,Event Coordinator,Corporate Event Coordinator,Stack Overflow Jobs,"Coordinate corporate events, conferences, and meetings, handle logistics, and ensure a seamless experience for attendees.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Corporate event planning Corporate branding and messaging Speaker and entertainment booking Audiovisual production Team coordination Crisis management Budgeting and financial management Client communication Creativity Problem-solving Attention to detail,"Specialize in planning and managing corporate events, including meetings, seminars, and trade shows. Handle event marketing and branding. Oversee event registration and attendee experience.",Costco Wholesale,"{""Sector"":""Retail"",""Industry"":""General Merchandisers"",""City"":""Issaquah"",""State"":""Washington"",""Zip"":""98027"",""Website"":""www.costco.com"",""Ticker"":""COST"",""CEO"":""Craig Jelinek""}"
2.8594E+15,5 to 15 Years,MBA,$60K-$125K,Moroni,Comoros,-11.6455,43.3333,Part-Time,62581,11/1/2022,Female,Wesley Lee,+1-593-570-9472x98516,SEO Analyst,Technical SEO Analyst,ZipRecruiter,"As a Technical SEO Analyst, your role is to analyze website performance and identify opportunities for optimization. You will work on improving site speed, mobile-friendliness, and other technical aspects to enhance search engine rankings. You will also perform keyword research, conduct competitive analysis, and provide recommendations to improve website SEO.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Technical SEO Website audits SEO tools (e.g., Screaming Frog, Ahrefs) Schema markup Site speed optimization XML sitemaps Canonicalization","Focus on technical aspects of SEO, including website structure, page speed, and mobile optimization. Conduct technical SEO audits and provide recommendations for website improvements. Collaborate with web developers on technical SEO implementations.",United States Steel,"{""Sector"":""Metals and Mining"",""Industry"":""Metals"",""City"":""Pittsburgh"",""State"":""Pennsylvania"",""Zip"":""15219"",""Website"":""www.ussteel.com"",""Ticker"":""X"",""CEO"":""David B. Burritt""}"
2.38267E+15,3 to 9 Years,B.Tech,$60K-$88K,Ottawa,Canada,56.1304,-106.3468,Full-Time,62190,7/26/2023,Both,Matthew Henderson,(489)482-2780x96363,Nurse Practitioner,Primary Care Nurse Practitioner,Internships.com,"Primary Care Nurse Practitioners provide essential healthcare services, diagnosing and treating common medical conditions, and offering preventive care to patients.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Nursing care Patient assessment Health promotion Medication administration Electronic health records (EHR),"Provide comprehensive primary healthcare services, including assessments, diagnoses, and treatments. Educate patients on health management and prevention. Prescribe medications and develop care plans.",Owens & Minor,"{""Sector"":""Healthcare Services"",""Industry"":""Wholesalers: Health Care"",""City"":""Mechanicsville"",""State"":""Virginia"",""Zip"":""23116"",""Website"":""www.owens-minor.com"",""Ticker"":""OMI"",""CEO"":""Edward A. Pesicka""}"
6.31309E+13,0 to 11 Years,M.Tech,$55K-$115K,Paramaribo,Suriname,3.9193,-56.0278,Contract,32762,5/8/2022,Female,Nicole Anderson,805-917-1556,Financial Controller,Accounting Controller,Stack Overflow Jobs,"Accounting Controllers manage an organizations accounting and financial reporting functions. They ensure accurate financial records, compliance with accounting standards, and timely financial reporting to support informed decision-making.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Accounting Financial reporting Financial audits Tax compliance Accounting software (e.g., SAP, Oracle) GAAP (Generally Accepted Accounting Principles)","Manage accounting functions, including accounts payable and receivable, payroll, and financial statement preparation. Conduct financial analysis and forecasting. Coordinate audits and tax filings.",Legal & General Group,"{""Sector"":""Financial Services"",""Industry"":""Insurance"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.legalandgeneralgroup.com"",""Ticker"":""LGEN"",""CEO"":""Nigel Wilson""}"
2.38364E+15,4 to 10 Years,BBA,$55K-$82K,Sofia,Bulgaria,42.7339,25.4858,Intern,104973,1/4/2023,Both,John White,001-763-257-5229x5134,Supply Chain Manager,Logistics Manager,USAJOBS,"A Logistics Manager oversees the movement and storage of goods in a supply chain. They plan, implement, and manage the efficient transportation and distribution of products.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Supply chain management Inventory control Transportation logistics Vendor relations Team leadership and management,"Manage the transportation and distribution of goods. Optimize supply chain efficiency, reduce costs, and minimize delivery times. Monitor inventory levels and warehouse operations.",Adelaide Brighton,"{""Sector"":""Construction/Building Materials"",""Industry"":""Building Materials/Construction"",""City"":""Adelaide"",""State"":""SA"",""Zip"":""5000"",""Website"":""https://www.adbri.com.au/"",""Ticker"":""ABC"",""CEO"":""Nick Miller""}"
1.40026E+15,4 to 10 Years,M.Tech,$61K-$85K,Sri Jayawardenepura Kotte,Sri Lanka,7.8731,80.7718,Part-Time,105582,12/1/2021,Female,Joseph Barber,001-485-356-0329x7397,Litigation Attorney,Trial Attorney,Stack Overflow Jobs,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing,"Represent clients in civil or criminal trials, presenting cases in court. Prepare legal arguments and cross-examine witnesses. Negotiate settlements when possible.",DaVita,"{""Sector"":""Healthcare Services"",""Industry"":""Health Care: Medical Facilities"",""City"":""Denver"",""State"":""Colorado"",""Zip"":""80202"",""Website"":""www.davita.com"",""Ticker"":""DVA"",""CEO"":""Javier J. Rodriguez""}"
3.03826E+15,4 to 14 Years,M.Com,$64K-$110K,ReykjavÃ­k,Iceland,64.9631,-19.0208,Full-Time,28137,7/6/2022,Both,Mariah Phillips,(353)210-7831,Family Nurse Practitioner,Primary Care Provider,Stack Overflow Jobs,"Primary Care Providers offer general medical care to patients. They diagnose and treat common health issues, perform check-ups, and refer patients to specialists as needed.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Medical diagnosis Patient care Medical record-keeping Communication skills Empathy and compassion,"Provide primary healthcare to patients, including diagnosis, treatment, and preventive care. Conduct physical exams and health assessments. Order and interpret diagnostic tests.",Cognizant Technology Solutions,"{""Sector"":""IT Consulting"",""Industry"":""Information Technology Services"",""City"":""Teaneck"",""State"":""New Jersey"",""Zip"":""7666"",""Website"":""www.cognizant.com"",""Ticker"":""CTSH"",""CEO"":""Ravi Kumar S""}"
